회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
에코솔루션,52510,"건축기술, 엔지니어링 및 관련 기술 서비스업","토양오염 진단 및 복원, 바이오환경상품",2001-12-18,12월,조영,http://www.ecosol.co.kr,경기도
엔써,37750,,"컴퓨터통신통합(CTI)솔루션,시스템통합(SI)",2000-11-09,12월,김태중,http://www.nser.co.kr,서울특별시
엔토리노,32590,통신 및 방송 장비 제조업,CT-2기지국장비,1997-05-02,12월,"강태우, 손기영(각자대표이사)",http://www.dewell.co.kr,경기도
엘케이엔씨,47420,,리스크관리시스템(RMS) 등,2002-07-19,03월,이상곤,http://www.lknc.com,서울특별시
엠바이엔,31970,,멀티미디어카드,1997-01-07,06월,김광수,http://www.dooin.co.kr,경기도
영성제강,26920,,평철,1996-07-01,12월,하종수,,부산광역시
오페스,53470,통신 및 방송 장비 제조업,"유,무선전화기, HEADSET",2001-07-31,12월,김성주,http://www.opeskorea.com,서울특별시
올리브나인,52970,"영화, 비디오물, 방송프로그램 제작 및 배급업",서버호스팅,2002-07-16,12월,임 병 동,http://www.olive9.com,서울특별시
옵셔널벤처스,22780,,대출이자,1994-06-07,03월,김효동,,광주광역시
우리신용카드,22870,,대출이자,1993-04-07,12월,황석희,http://www.pbk.co.kr,서울특별시
우성아이비,194610,그외 기타 제품 제조업,경기 레저용 물놀이 기구,2014-06-10,12월,이희재,http://zebec.co.kr,인천광역시
원익테라세미콘,123100,특수 목적용 기계 제조업,반도체 및 AMOLED 제조용 열처리장비,2011-11-01,12월,이재경,http://www.terasemicon.com,경기도
웨스테이트,16140,음식점업,객실이용료,1994-03-18,06월,신석우,http://www.seoulpalace.co.kr,서울특별시
위다스,56810,통신 및 방송 장비 제조업,이동통신중계기,2002-01-15,12월,염경윤,http://www.withus.re.kr,경기도
유니씨앤티,40780,,시스템 통합,2000-06-27,12월,서용석,http://www.unicnt.com,서울특별시
유리뉴앙상블,46520,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-07-31,06월,박용명,,경기도
유리아이피일,37520,,"유가증권의 매매등을 통한 자산의 투자, 운용업무",1999-12-24,,서경석,,경기도
유리피아이일,36960,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",1999-11-12,10월,허성주,,경기도
유아이에너지,50050,통신 및 방송 장비 제조업,원격감시제어시스템,2000-12-21,12월,최 규 선,http://www.uienergy.co.kr,서울특별시
유일엔시스,38720,전자부품 제조업,"반도체 및 LCD 생산, 제조장비",2001-01-18,12월,김웅수,http://www.youil.com,경기도
유진산업,18380,,가죽제품,1996-07-01,12월,정진태,http://www.yujingroup.com,부산광역시
유진종합개발,23420,,레미콘,1994-10-07,12월,"유경선,유재필(각자 대표이사)",http://www.yujingrp.co.kr,서울특별시
이디디컴퍼니,52650,통신 및 방송 장비 제조업,핸즈프리,2001-12-18,12월,최규대,http://www.jaty.co.kr,인천광역시
이랜드리테일,13690,,,1996-07-01,12월,정성관,http://www.newcore.co.ke,서울특별시
이스턴마스텍,25910,,,1996-07-01,12월,,,경기도
이지클럽,38980,,"방음벽, 아연도금,인터넷쇼핑",2000-07-04,12월,"김호준,김석균",http://www.nexiz.co.kr,서울특별시
제너시스템즈,73930,소프트웨어 개발 및 공급업,인터넷전화기간망솔루션,2008-03-26,03월,강용구,,서울특별시
중앙바이오텍,15170,의료용품 및 기타 의약 관련제품 제조업,"영양제, 항생제",2000-08-24,12월,이운석,http://www.choongangbio.com,경기도
지아이바이오,35450,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",정보보안제품 서비스,1999-11-11,12월,심정현,http://www.gi-bio.com,서울특별시
케미그라스,21090,,렌즈,1993-11-05,06월,이성재,http://www.chemiglas.co.kr,경상남도
케이비드림3호스팩,221950,금융 지원 서비스업,기업인수목적,2015-08-21,12월,심재인,,서울특별시
코닉스,17210,,컨트롤러,1991-07-29,12월,김희조,http://www.konics.co.kr,인천광역시
코디콤,41800,영상 및 음향기기 제조업,디지털보안감시장비(DVR),2001-12-13,12월,조원이,http://www.kodicom.com,서울특별시
쿨투,56020,의료용 기기 제조업,"의료/산업용 화상기기, 고주파수술기",2003-07-04,12월,단독대표이사 이응배,http://www.cul2.co.kr,서울특별시
키움스팩4호,226850,금융 지원 서비스업,기업인수합병,2015-10-29,12월,안태형,,서울특별시
태일전자,20100,,,1996-07-01,12월,,,경기도
테스텍,48510,특수 목적용 기계 제조업,"반도체 검사장비(TDBI, Hi-Fix 등)",2001-06-14,12월,하 상 원,http://www.testech.co.kr,경기도
트래픽아이티에스,38050,,"원형루프검지기, 도로봉합제",2002-01-10,12월,이유봉,http://www.trafficits.com,서울특별시
폴켐,33190,고무제품 제조업,백화점,1997-11-10,12월,권형균,http://www.polchem.co.kr,서울특별시
풍연,17090,,여성의류,1996-01-15,12월,최호선,,서울특별시
플러스프로핏,36660,"영화, 비디오물, 방송프로그램 제작 및 배급업","XML/SGML Solution, DB구축",2000-06-15,06월,한도경,http://www.sejongrobot.com,전라남도
하이드로젠파워,70080,자동차 신품 부품 제조업,자동차 부품(알루미늄 다이캐스팅),2002-12-13,12월,김무호,http://www.innometalcom.com,경기도
하이럭스,79340,전자부품 제조업,휴대폰용BLU,2005-07-19,12월,박진호,http://www.namotek.co.kr,경기도
한국스팩1호,123290,금융 지원 서비스업,기업 인수합병,2010-08-24,12월,이병국,,서울특별시
한국염공,5470,,,1996-07-01,12월,,,대구광역시
한국파트너스,19560,,중소기업창업에 대한 투자 및 융자,1999-12-03,12월,김주원,,서울특별시
한보금고,27450,,,1996-07-01,06월,,,경기도
한주개발,17410,,,1996-07-01,12월,,,서울특별시
한화에이스스팩2호,219860,금융 지원 서비스업,기업인수합병,2015-07-20,12월,이상만,http://hanwha-ace-spac2.co.kr,서울특별시
헤파호프,39350,의료용품 및 기타 의약 관련제품 제조업,"3차원 게임, 군시뮬레이션 S/W, H/W",2000-12-07,12월,구영삼,http://www.hepahope.co.kr,서울특별시
화니백화점,31090,,백화점,1997-01-23,12월,"이연술,김재필",,광주광역시
휘튼,66480,,교육프랜차이즈사업,2002-11-05,12월,신명석,http://www.yessemedu.com,서울특별시
히든챔피언스팩1호,123160,금융 지원 서비스업,기업인수합병,2010-06-11,12월,이영민,,서울특별시
비앤에스미디어,156170,컴퓨터 및 주변장치 제조업,스마트 러닝 시스템 및 솔루션,2013-07-01,12월,백윤기,http://www.bsmedia.co.kr,서울특별시
세화피앤씨,85980,기타 화학제품 제조업,"염모제 및 두발용 화장품(리체나, 비해피 등)",2013-09-25,12월,이훈구,http://www.sewha.co.kr,충청북도
스탠다드펌,179280,1차 비철금속 제조업,알루미늄 빌렛,2013-07-01,12월,김상백,http://standardgroup.co.kr,경기도
아스팩오일,232360,석유 정제품 제조업,윤활유,2015-12-22,12월,김종춘,http://www.aspacoil.co.kr,울산광역시
제이에스피브이,250300,기타 전기장비 제조업,태양광모듈제조,2016-08-10,12월,이정현,http://www.jspv.co.kr,충청남도
퓨얼셀,139170,기타 전기장비 제조업,연료전지 시스템,2013-07-01,12월,신미남,http://www.fuelcellpower.co.kr,경기도
AK홀딩스,6840,기타 금융업,지주사업,1999-08-11,12월,"안재석, 채형석",http://www.aekyunggroup.co.kr,서울특별시
DSR,155660,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
JB금융지주,175330,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
JW중외제약,1060,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,신영섭,http://www.jw-pharma.co.kr,서울특별시
KC코트렐,119650,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,서동영,http://www.kc-cottrell.com,서울특별시
KTB투자증권,30210,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19,12월,"이병철, 최석종",http://www.ktb.co.kr,서울특별시
KTcs,58850,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,양승규,http://www.ktcs.co.kr,대전광역시
LG생활건강,51900,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lgcare.com,서울특별시
NICE,34310,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,최영,http://www.nice.co.kr,서울특별시
SG세계물산,4060,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,12월,이의범,http://www.sgsegye.com,서울특별시
SIMPAC,9160,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
SK가스,18670,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,"최창원, 윤병석",http://www.skgas.co.kr/,경기도
STX엔진,77970,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,송종근,http://www.stxengine.co.kr,경상남도
가온전선,500,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,윤재인,http://www.gaoncable.com,경기도
경보제약,214390,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,김태영,http://www.kbpharma.co.kr,충청남도
계양전기,12200,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신),자동차용 D.C모터,엔진 제조",1988-07-06,12월,"단재완,정한수",http://www.keyang.co.kr,서울특별시
고려산업,2140,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
광전자,17900,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,이석렬,http://www.auk.co.kr,전라북도
넥센,5720,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도
넥스트사이언스,3580,기타 비금속광물 광업,"무연탄채굴,원유,유전개발,가스전 개발/부동산 임대",1990-03-23,12월,이을규,http://www.dongwoncorp.com,강원도
농심,4370,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,"신동원, 박 준",http://www.nongshim.com,서울특별시
다우기술,23590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
대동공업,490,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27,12월,"김준식, 하창욱",http://www.daedong.co.kr,대구광역시
대성산업,128820,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대, 지관(각자대표)",http://www.daesung.co.kr,서울특별시
대유플러스,300,통신 및 방송 장비 제조업,"유,무선 통신장비",1975-06-09,12월,조상호,http://www.dayouplus.co.kr,광주광역시
대한전선,1440,절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",1968-12-27,12월,나형균,http://www.taihan.com,경기도
대한항공,3490,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18,12월,"조원태, 우기홍",http://www.koreanair.com,서울특별시
대한화섬,3830,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조",1985-12-23,12월,김형생,http://www.daehansf.co.kr,서울특별시
대호에이엘,69460,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",2002-11-11,12월,노영호,http://www.daeho-al.com,대구광역시
도화엔지니어링,2150,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"김영윤, 박승우, 노진명, 곽준상",http://www.dohwa.co.kr,서울특별시
동방,4140,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,"김형곤, 성경민",http://www.dongbang.co.kr,서울특별시
동북아13호선박투자,83380,운송장비 임대업,운수장비 임대,2005-08-29,12월,천성무,,부산광역시
동아타이어,282690,고무제품 제조업,타이어 및 튜브,2017-11-29,12월,"김만수, 김상헌",http://www.dongahtire.co.kr,경상남도
동양피스톤,92780,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,2017-12-08,12월,홍순겸,,경기도
동원시스템즈,14820,플라스틱제품 제조업,"광통신다중화장치,광가입자 전송장치 제조,무역,건설",1994-03-29,12월,"김영현, 이필환, 조점근(각자대표)",http://www.dongwonsys.co.kr,경기도
두산,150,회사 본부 및 경영 컨설팅 서비스업,"청주,소주,인쇄회로기판(인쇄회로용동박적층판),관련전자부품,기계 제조,판매/출판사업,상가임대,외식사업(KFC)",1973-06-29,12월,"박정원, 동현수, 김민철",http://www.doosancorp.co.kr,서울특별시
두산건설,11160,건물 건설업,"토목건축,화학기계,전동기,발전기및전기변환장치,레미콘",1996-01-30,12월,"이병화, 김진설(각자 대표이사)",http://www.doosanenc.com,서울특별시
미래산업,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",1996-11-22,12월,이권휴,http://www.mirae.co.kr,충청남도
방림,3610,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매",1989-05-30,09월,서재희 대표집행임원,http://www.pangrim.com,서울특별시
보령제약,3850,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,"안재현, 이삼수",http://www.boryung.co.kr,서울특별시
비티원,101140,생활용품 도매업,"신발,의류,스포츠용품 도매,제조",2008-04-02,12월,이상준,http://www.arthis.co.kr,경기도
사조오양,6090,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",1986-12-24,12월,정태식,http://www.sajooy.com,서울특별시
삼아알미늄,6110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,"한남희,하상용",http://www.sama-al.com,경기도
삼양사,145990,기타 식품 제조업,설탕,2011-12-05,12월,"박순철, 송자량",http://www.samyangcorp.com,서울특별시
삼호개발,10960,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",2005-05-12,12월,"김락중, 심재범",http://www.samhodev.co.kr/,충청남도
삼화전자공업,11230,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25,12월,"오영주, 이건화",http://www.samwha.co.kr,경기도
삼화콘덴서공업,1820,전자부품 제조업,콘덴서(축전기) 제조,1976-06-26,12월,황 호 진,http://www.samwha.com,경기도
삼화페인트공업,390,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조",1993-09-10,12월,"김장연,오진수(각자대표)",http://www.samhwa.com,경기도
새론오토모티브,75180,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝,허브,캠),분말야금제품,에어콘,냉장고용부품 제조,도매",2005-10-21,12월,"서인석, 이시이 야스지",http://www.saeronauto.co.kr,충청남도
서연,7860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,유양석,http://www.seo-yon.com,경기도
성문전자,14910,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,http://www.smec-korea.co.kr,경기도
세아베스틸,1430,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"김철희, 박준두",http://www.seahbesteel.co.kr,서울특별시
세아제강지주,3030,기타 금융업,경영컨설팅업,1969-05-13,12월,"이순형, 남형근",http://www.seahsteel.co.kr/company/holdings/,서울특별시
신도리코,29530,컴퓨터 및 주변장치 제조업,"복사기,팩시밀리,프린터,주변기기 제조,판매",1996-12-24,12월,"우석형, 이병백, 권오성(각자대표)",http://www.sindo.co.kr,서울특별시
신세계,4170,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,장재영,http://www.shinsegae.com,서울특별시
쌍용양회공업,3410,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카),1975-05-03,12월,"홍사승, 이현준 (각자)대표집행임원",http://www.ssangyongcement.co.kr,서울특별시
아남전자,8700,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11,12월,김태수,http://www.aname.co.kr,서울특별시
에스엘,5850,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조",1988-11-08,12월,"이충곤,이성엽,김한영",http://www.slworld.com,대구광역시
에쓰씨엔지니어링,23960,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23,12월,장정호,http://www.sc-eng.com,서울특별시
엔케이물산,9810,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매,1988-08-31,12월,김성곤,http://nk-ms.com,서울특별시
오리엔트바이오,2630,의약품 제조업,의약품 제조,1976-12-28,03월,장재진,http://www.orient.co.kr,경기도
오리온홀딩스,1800,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시
우리들휴브레인,118000,기계장비 및 관련 물품 도매업,의료기기 도매,2009-12-30,12월,신범용,,경기도
유니퀘스트,77500,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,http://www.uniquest.co.kr,경기도
이연제약,102460,의약품 제조업,"항생제,순환기제",2010-06-10,12월,"정순옥, 유용환 (각자 대표이사)",http://reyonpharm.co.kr,서울특별시
일신석재,7110,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사",1986-03-04,12월,김학선,http://www.ilshinstone.co.kr,서울특별시
일양약품,7570,의약품 제조업,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입",1974-08-28,12월,김동연,http://www.ilyang.co.kr,경기도
주연테크,44380,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발",2006-11-15,12월,김희라,http://www.jooyon.co.kr,서울특별시
진양산업,3780,플라스틱제품 제조업,"합성수지,폴리우레탄스폰지 제조,도매,수출입",1973-06-26,12월,김상용,http://www.cyc1963.com,경상남도
케이비아이동국실업,1620,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대",1990-09-15,12월,김진산,http://www.dongkook-ind.co.kr,서울특별시
케이씨,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매,1997-11-25,12월,"고석태, 양호근, 김현대",http://www.kct.co.kr,경기도
코오롱,2020,기타 금융업,지주회사,1975-06-23,12월,유석진,http://www.kolon.com,경기도
키움증권,39490,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",2009-08-03,12월,이 현,http://www.kiwoom.com,서울특별시
태경산업,15890,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,"김해련, 문희철 (각자 대표이사)",http://www.taekyung.co.kr,서울특별시
파미셀,5690,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품",1988-05-20,12월,김현수,http://www.pharmicell.com,서울특별시
평화홀딩스,10770,자동차 신품 부품 제조업,지주회사,1986-03-31,12월,"김종석, 김동관",http://www.phhc.co.kr,대구광역시
풀무원,17810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05,12월,이효율,http://www.pulmuone.co.kr,충청북도
하이트진로홀딩스,140,기타 금융업,지주회사,1973-09-19,12월,김인규,http://www.hitejinroholdings.com,서울특별시
한국단자공업,25540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시
한국쉘석유,2960,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,강진원,http://www.shell.co.kr,부산광역시
한국특수형강,7280,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",1989-11-13,12월,"장세현, 조권제",http://www.ekosco.com,부산광역시
한국항공우주,47810,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,최종호,http://www.koreaaero.com,경상남도
한농화성,11500,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매",2003-01-09,12월,"김응상, 경상호 (각자대표)",http://hannong.koreasme.com,전라북도
한미사이언스,8930,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,임종윤,http://www.hanmi.co.kr,경기도
한신공영,4960,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장",1976-07-07,12월,"태기전,최문규",http://www.hanshinc.com,경기도
한익스프레스,14130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,"이재헌, 이석환 (각자대표)",http://www.hanex.co.kr,경기도
한전기술,52690,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,이배수,http://www.kepco-enc.com,경상북도
한화생명,88350,보험업,생명보험,2010-03-17,12월,"차남규, 여승주",http://www.hanwhalife.com,서울특별시
한화손해보험,370,보험업,손해보험,1975-06-30,12월,박윤식,http://www.hwgeneralins.com/,서울특별시
한화투자증권,3530,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,권희백,http://www.koreastock.co.kr,서울특별시
현대글로비스,86280,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,김정훈,http://www.glovis.net,서울특별시
현대백화점,69960,종합 소매업,백화점,2002-11-25,12월,"정지선, 이동호, 박동운 (각자대표)",http://home.e-hyundai.com,서울특별시
현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,정명림,http://www.hyundai-elec.com,서울특별시
현대차증권,1500,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,이용배,http://www.hmcib.com,서울특별시
현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,장안석,http://www.hyundaicorpholdings.com,서울특별시
현대해상,1450,보험업,손해보험(자동차보험),1989-08-25,12월,이철영,http://www.hi.co.kr,서울특별시
화승알앤에이,13520,자동차 신품 부품 제조업,"자동차용 고무제품(제조저압호스,고압호스,산업용고무호스,,WEATHER STIRP,고무판,콘베어벨트) 제조,판매,수출입",1991-02-22,12월,"현지호,이정두",http://www.hsrna.com,경상남도
화인베스틸,133820,1차 철강 제조업,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",2014-07-22,12월,장인화,http://www.finebesteel.com,경상남도
휠라코리아,81660,생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,윤근창,http://www.fila.co.kr,서울특별시
DB금융스팩6호,306620,금융 지원 서비스업,기업인수합병,2018-10-31,12월,김창희,,서울특별시
GMR 머티리얼즈,32860,"해체, 선별 및 원료 재생업",철스크랩,1997-07-04,12월,김동은,http://www.gmrmaterials.com,충청남도
GS홈쇼핑,28150,텔레비전 방송업,CATV홈쇼핑,2000-01-20,12월,허태수,http://company.gsshop.com,서울특별시
HB테크놀러지,78150,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도
ISC,95340,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"정영배, 박석순(각자 대표이사)",http://isc21.kr,경기도
ITX엠투엠,99520,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,박상열,http://www.itxsecurity.com,서울특별시
KG이니시스,35600,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,유승용,http://www.inicis.com,서울특별시
KNN,58400,텔레비전 방송업,방송프로그램 제작 및 송출,2010-11-03,12월,김병근,http://www.knn.co.kr,부산광역시
NEW,160550,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급,2014-12-23,12월,김우택,http://www.its-new.co.kr,서울특별시
NE능률,53290,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,주민홍,http://www.neungyule.com,서울특별시
NICE평가정보,30190,기타 정보 서비스업,"개인 및 기업정보,솔루션",2000-05-16,12월,심의영,http://www.niceinfo.co.kr,서울특별시
SBI인베스트먼트,19550,신탁업 및 집합투자업,벤처캐피탈,1989-09-06,12월,공동대표이사 이준효 공동대표이사 소우에이이치로,http://www.sbik.co.kr,서울특별시
THE MIDONG,161570,영상 및 음향기기 제조업,"차량용 블랙박스, 차량운행보조시스템",2013-11-13,12월,후성양(HU SHENGYANG),http://www.mdncinema.com,서울특별시
iMBC,52220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","디지털콘텐츠,웹에이젼시",2005-01-21,12월,김원태,http://www.imbc.com,서울특별시
고려제약,14570,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등 70여종",2000-12-07,12월,"박해룡, 박상훈 (각자대표)",http://www.nicepharma.com,경기도
금강철강,53260,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",http://www.kksteel.co.kr,서울특별시
금화피에스시,36190,전기 및 통신 공사업,"설비,철물,전기,강구조물",2000-12-26,12월,김경태,http://www.geumhwa.co.kr,서울특별시
나노스,151910,전자부품 제조업,"Blue Filter, IR Filter, Camera Module",2012-08-02,12월,양선길,http://www.nanosm.com,경기도
나라엠앤디,51490,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,12월,김영조,http://www.naramnd.com,경상남도
넵튠,217270,소프트웨어 개발 및 공급업,모바일게임,2015-06-18,12월,정욱,http://www.neptunegames.co.kr,경기도
넷게임즈,225570,소프트웨어 개발 및 공급업,기업인수합병,2015-09-25,12월,박용현,,서울특별시
노랑풍선,104620,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",2019-01-30,12월,김인중,http://www.ybtour.com,서울특별시
뉴트리,270870,기타 식품 제조업,"에버콜라겐, 판도라 다이어트 등",2018-12-13,12월,김도언,http://www.newtree.co.kr,경기도
